"","City","x","y"
"3151","Makeni",-12.04276316,8.88618421
"3152","Makhachkala",47.46002345,42.97587639
"3153","Makhambet",51.59027778,47.67361111
"3154","Makinsk",70.41466049,52.6337963
"3155","Makiyivka",37.98625119,48.05370103
"3156","Makkah",39.8512218,21.42716166
"3157","Makokou",12.85083333,0.56333333
"3158","Makoua",15.62305556,-0.00583334
"3159","Makurdi",8.56435185,7.74437831
"3160","Malabo",8.6625,3.35416667
"3161","Malacca",102.25391892,2.2640991
"3162","Maladzyechna",26.84983974,54.31201923
"3163","Malaga",-4.44104938,36.71898148
"3164","Malakal",31.65984849,9.53219697
"3165","Malang",112.21340872,-7.98319452
"3166","Malanje",16.34757752,-9.54253876
"3167","Malargue",-69.58541667,-35.475
"3168","Malatya",38.27672903,38.34356576
"3169","Maldonado",-54.9481873,-34.90896866
"3170","Male",73.50833334,4.175
"3171","Malegaon",74.36856846,20.55558437
"3172","Malindi",40.09722222,-3.20115741
"3173","Mallawi",30.81376773,27.62644688
"3174","Malmo",13.03918733,55.59938017
"3175","Mamou",-12.09013158,10.36776316
"3176","Man",-7.54583333,7.4125
"3177","Manacapuru",-60.62386364,-3.29280303
"3178","Manado",124.84594907,1.47233796
"3179","Managua",-86.26340233,12.13335987
"3180","Manama",50.54252874,26.16476293
"3181","Mananjary",48.34791667,-21.22708334
"3182","Manaus",-59.99539931,-3.06536458
"3183","Manbij",37.95504386,36.52807017
"3184","Manchester1",-71.47521919,42.93156761
"3185","Manchester2",-2.29460095,53.51823852
"3186","Mandalay",96.09779412,21.9522549
"3187","Mandalgovi",106.27416667,45.76416667
"3188","Mandali",45.55,33.74583334
"3189","Mandera",41.85972222,3.93416667
"3190","Mandritsara",48.825,-15.84166666
"3191","Mandurah",115.74100877,-32.53135965
"3192","Mandya",76.88940157,12.53593401
"3193","Mangai",19.53333334,-4.05
"3194","Mangalore",74.8428442,12.96527778
"3195","Mango",0.45958333,10.35583333
"3196","Mangochi",35.21499094,-14.53156703
"3197","Manhattan",-96.58924731,39.19475806
"3198","Manicore",-61.29375,-5.81458333
"3199","Manila",120.76920694,15.31915173
"3200","Manisa",27.41329657,38.64338235
"3201","Manizales",-75.4970052,5.06888021
"3202","Manja",44.32916667,-21.43333333
"3203","Manjimup",116.14027778,-34.2449074
"3204","Mankato",-94.00428571,44.1677381
"3205","Mannheim",8.5425,49.44653369
"3206","Manokwari",134.06851852,-0.86203704
"3207","Manono",27.45648148,-7.28703704
"3208","Manpo",126.25018657,41.1454602
"3209","Mansa",28.89166667,-11.20208333
"3210","Mansehra",73.21863827,34.35830443
"3211","Mansfield",-82.52740268,40.75958029
"3212","Manta",-80.70864197,-0.97283951
"3213","Manukau",174.88398696,-36.97237509
"3214","Manyoni",34.90416667,-5.7875
"3215","Manzanillo1",-104.29391025,19.0698718
"3216","Manzanillo2",-77.12222222,20.33715278
"3217","Manzhouli",117.45260416,49.58307292
"3218","Mao",15.30902778,14.11944444
"3219","Maoming",110.9498646,21.75869241
"3220","Mapai",31.97083334,-22.84583333
"3221","Maputo",32.53312808,-25.88158867
"3222","Maqat",53.334375,47.64791667
"3223","Mar de Ajo",-56.68421053,-36.7122807
"3224","Mar del Plata",-57.59089286,-38.00127976
"3225","Maraba",-49.11316666,-5.3475
"3226","Maracaibo",-71.65873254,10.63762475
"3227","Maracaju",-55.16130952,-21.6202381
"3228","Maradi",7.11729452,13.50473744
"3229","Maragheh",46.24729167,37.39145833
"3230","Marbella",-4.90526487,36.49912791
"3231","Mardan",72.11144325,34.20810338
"3232","Mardin",40.73242754,37.31721015
"3233","Maria Elena",-69.66666667,-22.34166667
"3234","Maribor",15.64488831,46.53320447
"3235","Maridi",29.46805555,4.91527778
"3236","Mariental",17.97152778,-24.62847223
"3237","Marietta",-84.59003978,33.95945592
"3238","Mariinsk",87.74429012,56.21929012
"3239","Marilia",-49.94552239,-22.21299751
"3240","Marinette",-87.625,45.10359849
"3241","Maringa",-51.92204545,-23.42532828
"3242","Marion",-85.6685606,40.54977273
"3243","Mariupol",37.56950313,47.11782081
"3244","Markala",-6.07147436,13.68237179
"3245","Maroantsetra",49.73878205,-15.42980769
"3246","Maroua",14.32787356,10.60143678
"3247","Marovoay",46.64416667,-16.1025
"3248","Marquette",-87.4129902,46.5497549
"3249","Marrakesh",-7.98943453,31.64538691
"3250","Marrupa",37.50288462,-13.19070513
"3251","Marsabit",38.00416666,2.33333333
"3252","Marsala",12.45863095,37.79464286
"3253","Marseille",5.39411765,43.3602797
"3254","Martapura",114.80529334,-3.4277174
"3255","Mary",61.84867725,37.60575397
"3256","Mary borough",152.69816667,-25.53416667
"3257","Maryborough",143.73869048,-37.04702381
"3258","Marzuq",13.9075,25.92694444
"3259","Masaka",31.71452242,-0.28125609
"3260","Masan",128.64084789,35.20693231
"3261","Masasi",38.80740741,-10.73333334
"3262","Mascara",0.13205128,35.39214744
"3263","Maseru",27.53670213,-29.35022163
"3264","Mashhad",59.58149038,36.31330128
"3265","Masindi-Port",32.06666666,1.70416667
"3266","Masjed Soleyman",49.29021739,31.95126812
"3267","Mason City",-93.20731482,43.14731482
"3268","Massawa",39.45416667,15.61467391
"3269","Masterton",175.65183333,-40.95116667
"3270","Masvingo",30.82519841,-20.06726191
"3271","Matadi",13.51944445,-5.83125
"3272","Matagalpa",-85.92083333,12.92872807
"3273","Matagami",-77.6275,49.75916667
"3274","Matamoros",-97.48703184,25.89889201
"3275","Matanzas",-81.5625,23.0454932
"3276","Matara",80.32071761,6.102285
"3277","Mataram",116.12952848,-8.61725959
"3278","Mataro",2.38403123,41.5236653
"3279","Matehuala",-100.64130952,23.65488095
"3280","Mathura",77.54273557,27.68101506
"3281","Mato Grosso",-59.95,-15.00416666
"3282","Matola",32.4720246,-25.88916737
"3283","Matruh",27.24054878,31.34461382
"3284","Matsue",133.08472222,35.45498971
"3285","Matsumoto",137.96434478,36.18870865
"3286","Matsuyama",132.77127693,33.82254436
"3287","Maturin",-63.17971014,9.75416667
"3288","Maues",-57.71342593,-3.39027778
"3289","Maumere",122.21462419,-8.64076798
"3290","Maun",23.42119565,-19.99438406
"3291","Mawlamyine",97.65166667,16.48416667
"3292","Maxixe",35.30395022,-23.91623376
"3293","May Pen",-77.25985202,17.96086449
"3294","Mayaguez",-67.13562789,18.33591554
"3295","Maykop",40.10425725,44.60516304
"3296","Mazabuka",27.75472222,-15.85638889
"3297","Mazar-e Sharif",66.9109485,36.72054543
"3298","Mazatenango",-91.50572917,14.53177083
"3299","Mazatlan",-106.41041667,23.25350379
"3300","Mazyr",29.22974806,52.04118217
"3301","Mbabane",31.12984234,-26.31542793
"3302","Mbaiki",17.98958334,3.86875
"3303","Mbala",31.36898148,-8.84398148
"3304","Mbale",34.14440142,1.01050447
"3305","Mbalmayo",11.50096154,3.51762821
"3306","Mbandaka",18.26944444,0.03680556
"3307","Mbanza-Congo",14.23854167,-6.26875
"3308","Mbanza-Ngungu",14.86745496,-5.2420045
"3309","Mbarara",30.64784159,-0.59328078
"3310","Mbe",13.59166666,7.85833333
"3311","Mbeya",33.45388418,-8.90769774
"3312","Mbuji-Mayi",23.59736486,-6.13141892
"3313","Mbulu",35.53219697,-3.85265152
"3314","McAlester",-95.76185897,34.93258547
"3315","McAllen",-98.26775772,26.23172803
"3316","McCook",-100.62694445,40.20527778
"3317","McGrath",-155.5875,62.95416667
"3318","Meadow Lake",-108.4425,54.1275
"3319","Medan",98.6459881,3.65653656
"3320","Medani",33.54293478,14.39916667
"3321","Medea",2.76173077,36.26788462
"3322","Medellin",-75.58442029,6.23375604
"3323","Medford",-122.86834577,42.33538558
"3324","Medicine Hat",-110.67517123,50.02699772
"3325","Medina",39.610125,24.46620833
"3326","Medinipur",87.27289418,22.44607686
"3327","Mednogorsk",57.5900641,51.40801282
"3328","Meekatharra",118.49583333,-26.59583333
"3329","Meerut",77.86186961,29.05280818
"3330","Megion",76.11864035,61.03486842
"3331","Meiganga",14.2900641,6.51442308
"3332","Meizhou",116.08804466,24.29850218
"3333","Mejillones",-70.4525,-23.10083333
"3334","Mekambo",13.95583334,1.0125
"3335","Mekele",39.46652299,13.49324713
"3336","Meknes",-5.54946682,33.88880332
"3337","Mekoryuk",-166.19583333,60.3875
"3338","Melbourne1",-80.66879522,28.08214434
"3339","Melbourne2",145.06443478,-37.84735145
"3340","Melekeok",134.48154762,7.33988095
"3341","Melilla",-2.95705128,35.28942308
"3342","Melitopol",35.39294872,46.84407051
"3343","Melo",-54.16404321,-32.36682099
"3344","Melton",144.57327236,-37.68587398
"3345","Melun",2.6200464,48.60788149
"3346","Melut",32.21416667,10.44916667
"3347","Melville",-102.80224359,50.93044872
"3348","Memphis",-89.91745534,35.0994202
"3349","Mendi",143.64861111,-6.13611111
"3350","Mendocino",-123.8,39.30416667
"3351","Mendoza",-68.78706332,-32.91233625
"3352","Mengzi",103.36955973,23.38219313
"3353","Meningie",139.3375,-35.69583334
"3354","Menongue",17.68351449,-14.65018116
"3355","Merauke",140.40041666,-8.50208333
"3356","Merced",-120.47403846,37.31085165
"3357","Mercedes1",-59.42801724,-34.65387931
"3358","Mercedes2",-65.45397727,-33.67348485
"3359","Mercedes3",-58.028125,-33.25625
"3360","Mercedes4",-58.08014706,-29.18357843
"3361","Merida",-89.61559789,20.97455081
"3362","Meridian",-88.70702055,32.38270548
"3363","Merimbula",149.90833334,-36.8875
"3364","Merowe",31.8225,18.4825
"3365","Merredin",118.27777778,-31.48055556
"3366","Meru",37.76119084,-0.05409833
"3367","Mesa",-111.77452762,33.36793749
"3368","Messina",15.54824562,38.19342105
"3369","Metairie",-90.17468959,29.96182553
"3370","Metz",6.13873029,49.20986175
"3371","Mexicali",-115.44904661,32.62595339
"3372","Mexico City",-99.09896682,19.49545822
"3373","Meymaneh",64.8587766,35.95714539
"3374","Mezen",44.23583333,65.855
"3375","Miahuatlan",-96.59204546,16.3344697
"3376","Miami",-80.2179343,26.19429674
"3377","Miami Beach",-80.16263381,25.88943284
"3378","Miandrivazo",45.45416667,-19.525
"3379","Mianyang",105.43020322,31.30704838
"3380","Miass",60.10498634,55.05280055
"3381","Michurinsk",40.49522059,52.8997549
"3382","Middelburg1",25.00833333,-31.49166666
"3383","Middelburg2",29.46166667,-25.76694445
"3384","Middlesbrough",-1.21656931,54.5682243
"3385","Midland",-102.10893875,32.00730057
"3386","Mikhaylovka",43.23421717,50.06300505
"3387","Mikumi",36.98333334,-7.40231482
"3388","Milagro",-79.5805303,-2.13598484
"3389","Milan",9.22041267,45.63871583
"3390","Mildura",142.14799383,-34.19089506
"3391","Miles City",-105.83651961,46.40759804
"3392","Millerovo",40.39367284,48.92299383
"3393","Milwaukee",-88.03655316,43.04434545
"3394","Minas",-55.23630952,-34.36924603
"3395","Minatitlan",-94.56578609,18.00137041
"3396","Mindelo",-24.98425926,16.88703704
"3397","Mineiros",-52.55046296,-17.56435185
"3398","Mingan",-64.02638889,50.29027778
"3399","Minna",6.54126713,9.6298516
"3400","Minneapolis",-93.26104097,44.95953407
"3401","Minot",-101.29288462,48.23044872
"3402","Minsk",27.56215945,53.89316907
"3403","Minxian",103.98833333,34.43125
"3404","Miracema",-42.20027777,-21.40916667
"3405","Mirbat",54.69583334,16.9875
"3406","Miri",113.99898374,4.40518293
"3407","Mirnyy",113.97083333,62.53179825
"3408","Mirput Khas",68.97988311,25.54270362
"3409","Mirzapur",82.71950818,24.96271097
"3410","Mishan",131.87568181,45.55068182
"3411","Miskolc",20.77916667,48.0980792
"3412","Misratah",15.09037037,32.37324074
"3413","Missoula",-114.03061225,46.85637755
"3414","Mistassini",-73.86916666,50.4175
"3415","Mitchell",-98.02628205,43.71314103
"3416","Mitilini",26.54444445,39.10092593
"3417","Mitla",-96.4125,16.92083334
"3418","Mito",140.48256473,36.38810679
"3419","Mityana",32.03810976,0.38384146
"3420","Mitzik",11.55625,0.77916666
"3421","Miyazaki",131.43040323,31.93094086
"3422","Mizdah",12.97916667,31.45
"3423","Mmabatho",25.63480769,-25.8450641
"3424","Mo i Rana",14.1546131,66.32886905
"3425","Moab",-109.54519231,38.56826923
"3426","Moanda1",12.36147849,-5.8730914
"3427","Moanda2",13.22565789,-1.55328947
"3428","Moba",29.73055556,-7.07361111
"3429","Mobile",-88.13327188,30.68039577
"3430","Mobridge",-100.43511905,45.54107143
"3431","Mocambique",40.73611111,-15.0375
"3432","Modena",10.92383041,44.6505117
"3433","Modesto",-120.98841808,37.65021186
"3434","Moengo",-54.39962121,5.61704545
"3435","Mogadishu",45.33117816,2.05423851
"3436","Mogocha",119.76369048,53.73869048
"3437","Mojokerto",112.3699114,-7.42533328
"3438","Mokpo",126.40711539,34.81532051
"3439","Molde",7.22166666,62.74983333
"3440","Molepolole",25.51569149,-24.40026596
"3441","Mollendo",-72.01333333,-17.01916666
"3442","Moloundou",15.21416667,2.0425
"3443","Mombasa",39.63247016,-3.93266198
"3444","Monaco",7.44252874,43.75416667
"3445","Monchegorsk",32.87811403,67.94048245
"3446","Monclova",-101.42925,26.91091667
"3447","Moncton",-64.78825301,46.09638554
"3448","Mongbwalu",30.0375,1.95763889
"3449","Mongo",18.6875,12.1875
"3450","Mongomo",11.3125,1.62777778
"3451","Mongu",23.13892857,-15.26035714
"3452","Monroe",-92.12279963,32.50894195
"3453","Monrovia",-10.73261173,6.31980913
"3454","Mont-Laurier",-75.49947917,46.55052083
"3455","Monte Cristi",-71.64583333,19.84583333
"3456","Montego Bay",-77.89621212,18.47525252
"3457","Montemorelos",-99.82916667,25.18605072
"3458","Montepuez",39.00492424,-13.12727273
"3459","Monterey1",-121.86649843,36.60965521
"3460","Monterey2",-121.97732103,36.99035235
"3461","Monteria",-75.87761628,8.75610465
"3462","Montero",-63.25259009,-17.33524775
"3463","Monterrey",-100.29063177,25.71613025
"3464","Montes Claros",-43.85434397,-16.72375887
"3465","Montevideo",-56.12273035,-34.82833672
"3466","Montgomery",-86.25352328,32.36210172
"3467","Monticello",-109.34583333,37.87083333
"3468","Montpelier1",-111.303125,42.31979166
"3469","Montpelier2",-72.57321429,44.2577381
"3470","Montpellier",3.87715517,43.62482439
"3471","Montreal",-73.71433738,45.57409819
"3472","Montrose",-107.87273809,38.47678571
"3473","Monywa",95.12601626,22.14319106
"3474","Moorhead",-96.7381353,46.86410214
"3475","Moose Jaw",-105.54641473,50.39447674
"3476","Mopti",-4.1870098,14.49632353
"3477","Moquegua",-70.93571429,-17.18392857
"3478","Moradabad",78.57581875,28.88707665
"3479","Moranbah",148.05231481,-22.00046296
"3480","Moratuwa",79.99969006,6.64988591
"3481","Morawa",116.00833334,-29.2125
"3482","Moree",149.83791666,-29.47291667
"3483","Morelia",-101.19303221,19.70780812
"3484","Morgantown",-79.95868644,39.64018362
"3485","Morioka",141.13333333,39.71203704
"3486","Morogoro",37.664375,-6.811875
"3487","Moron1",-78.62171053,22.10065789
"3488","Moron2",100.16208333,49.64041667
"3489","Morondava",44.27916666,-20.29583333
"3490","Moroni",43.26435185,-11.63993057
"3491","Moroto",34.6375,2.52916667
"3492","Morrinhos",-49.1120614,-17.73223684
"3493","Morshansk",41.81483333,53.44916666
"3494","Moscow",37.6513206,55.74427577
"3495","Moshi",37.54273083,-3.31114464
"3496","Moss",10.67672414,59.44123563
"3497","Mossel Bay",22.11875,-34.18020834
"3498","Mossendjo",12.71845238,-2.94880952
"3499","Mossoro",-37.34756945,-5.18368055
"3500","Mostaganem",0.09105555,35.90616667
"3501","Mostar",17.82304852,43.34287974
"3502","Mosul",43.15659548,36.34667085
"3503","Motul",-89.28553922,21.09632353
"3504","Motupe",-79.71388889,-6.16111111
"3505","Mouila",11.00871212,-1.88068182
"3506","Moundou",16.07083333,8.56848291
"3507","Mount Barker",117.6625,-34.62916667
"3508","Mount Gambier",140.78194445,-37.82762346
"3509","Mount Isa",139.49722222,-20.72407407
"3510","Moyale",39.05892857,3.52202381
"3511","Moyo",31.72416667,3.64694444
"3512","Moyobamba",-76.97386363,-6.03901515
"3513","Mozdok",44.6525,43.74770833
"3514","Mozhga",52.22118794,56.44991135
"3515","Mpika",31.45416667,-11.8375
"3516","Mpwapwa",36.48472222,-6.34861111
"3517","Mt. Hagen",144.24601852,-5.83805555
"3518","Mt. Shasta",-122.31145833,41.31354167
"3519","Mtsensk",36.54166667,53.2625
"3520","Mtwara",40.18325163,-10.30923203
"3521","Muar",102.60941011,2.04648876
"3522","Mubende",31.36666667,0.59583334
"3523","Mubi",13.37456999,10.19725682
"3524","Muconda",21.31666666,-10.59166666
"3525","Mudangiang",129.62258158,44.58717949
"3526","Mudgee",149.5875,-32.59947917
"3527","Mudon",97.69630682,16.29375
"3528","Mufulira",28.25333334,-12.553125
"3529","Mugla",28.365,37.21416667
"3530","Muglad",27.75189394,11.04015152
"3531","Muisne",-80.02083333,0.6125
"3532","Mulhouse",7.33072222,47.77501852
"3533","Multan",72.19279971,30.31684223
"3534","Mumbai",72.98403916,19.20678506
"3535","Mumbwa",27.06,-14.99166666
"3536","Munchon",127.2530303,39.375
"3537","Muncie",-85.41124101,40.19571343
"3538","Munich",11.55024267,48.13679781
"3539","Murcia",-1.17660013,38.00714512
"3540","Murfreesboro",-86.39437751,35.85115462
"3541","Muriae",-42.36858108,-21.13029279
"3542","Murmansk",33.07757607,68.96371023
"3543","Murom",42.03356482,55.57152778
"3544","Muroran",141.0433201,42.37559524
"3545","Murray Bridge",139.26743827,-35.12947531
"3546","Mus",41.51067074,38.74847561
"3547","Musan",129.21805555,42.22430555
"3548","Muscat",58.47468435,23.59930556
"3549","Mushie",16.92083333,-3.01488095
"3550","Musina",30.03657407,-22.3412037
"3551","Muskegon",-86.22461656,43.20590491
"3552","Muskogee",-95.3631579,35.74989035
"3553","Musoma",33.79358466,-1.53445767
"3554","Muswellbrook",150.8925,-32.27083333
"3555","Mutare",32.65158046,-18.9762931
"3556","Muyinga",30.03482637,-2.77835226
"3557","Muzaffarnagar",77.70462461,29.50008677
"3558","Muzaffarpur",85.6714558,26.24056396
"3559","Mwanza",32.96027639,-2.53089152
"3560","Mweka",21.56121795,-4.85032051
"3561","Mwene-Ditu",23.4525,-7.004
"3562","Mwenga",28.43009259,-3.03009259
"3563","Mwingi",38.0625,-0.9375
"3564","Mwinilunga",24.43083334,-11.74083333
"3565","My Tho",106.35911458,10.36692709
"3566","Myeik",98.61004902,12.44338235
"3567","Myingyan",95.40385802,21.46327161
"3568","Myitkyina",97.39244792,25.39622396
"3569","Mykolayiv",32.01918317,46.95672442
"3570","Mymensingh",90.55704454,24.66795553
"3571","Myrtle Beach",-78.87206284,33.71331967
"3572","Mysore",76.64345238,12.34020337
"3573","Mzuzu",34.00527109,-11.44713855
"3574","MÌùnster",7.63886612,51.94806466
"3575","Naberezhnyye Chelny",52.38273402,55.71267123
"3576","Nabeul",10.73723118,36.45537634
"3577","Nabire",135.50416667,-3.36011905
"3578","Nablus",35.25216862,32.23652534
"3579","Nacala",40.7009058,-14.54716183
"3580","Nacaome",-87.4875,13.53333334
"3581","Nadym",72.51833334,65.53666667
"3582","Naga",123.20948637,13.60681342
"3583","Nagano",138.20229328,36.55548019
"3584","Nagaoka",138.83301768,37.45435606
"3585","Nagasaki",129.8608724,32.75813802
"3586","Nagele",39.58229167,5.33645833
"3587","Nagercoil",77.46846612,8.23238629
"3588","Nagoya",136.97176438,35.11114954
"3589","Nagpur",79.14967949,21.17983188
"3590","Naha",127.75792683,26.28813516
"3591","Nain",-61.69305556,56.54305556
"3592","Nairobi",36.8066736,-1.2481421
"3593","Naivasha",36.44083333,-0.72583333
"3594","Najran",44.20393835,17.53658676
"3595","Nakhodka",132.90164729,42.82238372
"3596","Nakhon Phanom",104.7721021,17.40227947
"3597","Nakhon Ratchasima",102.08650932,14.96442308
"3598","Nakhon Sawan",100.11622024,15.69657738
"3599","Nakhon Si Thammarat",99.96458333,8.4339527
"3600","Nakuru",36.10211864,-0.28100282
"3601","Naltchik",43.61488095,43.5098545
"3602","Nalut",10.98009259,31.8662037
"3603","Nam Dinh",106.25211717,20.48502763
"3604","Namanga",36.7875,-2.55
"3605","Namangan",71.66574559,40.99335907
"3606","Namibe",12.15104167,-15.19583333
"3607","Nampo",125.39763072,38.74223856
"3608","Nampula",39.26451389,-15.10868056
"3609","Namtu",97.39916667,23.08916667
"3610","Namur",4.84735294,50.45122549
"3611","Nan",100.77612613,18.78412162
"3612","Nanaimo",-123.98588936,49.19289216
"3613","Nancha",129.26041667,47.1375
"3614","Nanchang",115.79752637,28.35312353
"3615","Nanchong",106.22369085,30.67201125
"3616","Nancy",6.17147436,48.68206815
"3617","Nanded",77.32005208,19.19071181
"3618","Nandi",177.42142857,-17.79107143
"3619","Nandyal",78.48369342,15.48729424
"3620","Nangong",115.14328807,37.33870508
"3621","Nanjing",118.81816399,32.02510046
"3622","Nanning",108.34152449,22.80781934
"3623","Nanping",118.16712963,26.64351852
"3624","Nantes",-1.56752477,47.22523885
"3625","Nantong",120.93646678,32.24945041
"3626","Nanuque",-40.34972222,-17.84083333
"3627","Nanyang",112.73255632,32.9140545
"3628","Nanyuki",37.09886364,0.02007576
"3629","Naples1",-81.76254089,26.21874539
"3630","Naples2",14.42842306,40.86392489
"3631","Nara",-7.2875,15.17380952
"3632","Narathiwat",101.81346154,6.4224359
"3633","Narayanganj",90.62000985,23.64306549
"3634","Narrabri",149.76972222,-30.33305556
"3635","Narrogin",117.17916667,-32.9375
"3636","Narsarsuaq",-45.42083333,61.17083334
"3637","Narva",28.17613637,59.37588384
"3638","Naryan Mar",53.04134616,67.65288462
"3639","Naryn",75.98854167,41.42682292
"3640","Nasca",-74.94681373,-14.83210784
"3641","Nashville",-86.74449105,36.12363774
"3642","Nasik",73.92776792,20.01813799
"3643","Nassau",-77.33557099,25.04483025
"3644","Nata",26.17916667,-20.20416666
"3645","Natal",-35.27229424,-5.8116358
"3646","Natchez",-91.39048742,31.55589623
"3647","National City",-117.01956443,32.7248879
"3648","Natitingou",1.38194445,10.30138889
"3649","Nautla",-96.79120321,20.22083558
"3650","Navajoa",-109.44552469,27.0787037
"3651","Navoi",65.3630914,40.12400538
"3652","Navsari",72.92916667,20.85416667
"3653","Nawabganj",88.14100216,24.6637986
"3654","Nawabshah",68.42095183,26.08014371
"3655","Naxcivan",45.40823643,39.20513566
"3656","Naypyidaw",96.20583333,19.72060606
"3657","Nazareth",35.31263021,32.71315104
"3658","Nazret",39.19499879,8.60720542
"3659","Nazyvayevsk",71.35046296,55.57391975
"3660","Nchelenge",28.7375,-9.32559524
"3661","Ndalatando",14.9125,-9.30208333
"3662","Ndele",20.64722222,8.41111111
"3663","Ndende",11.38472222,-2.37638889
"3664","Ndjamena",15.07916667,12.12047872
"3665","Ndola",28.63371212,-12.97678571
"3666","Necochea",-58.72943122,-38.55376984
"3667","Needles",-114.60504386,34.84364035
"3668","Neftekamsk",54.25926871,56.09787415
"3669","Nehe",124.86030702,48.48267544
"3670","Neiafu",-173.98416667,-18.64583333
"3671","Neiba",-71.425,18.48988095
"3672","Neijiang",105.04509289,29.76524807
"3673","Neiva",-75.27268518,2.95701058
"3674","Nekemte",36.54384921,9.07559524
"3675","Nelidovo",32.77255747,56.22198276
"3676","Nellore",79.9255735,14.56494616
"3677","Nelson1",173.25972222,-41.29047619
"3678","Nelson2",-117.28313492,49.49980159
"3679","Nelspruit",30.97797619,-25.47678571
"3680","Nenana",-149.0875,64.5625
"3681","Nenjiang",125.23080065,49.16854575
"3682","Nepalganj",81.52624063,27.99848317
"3683","Nephi",-111.8314394,39.71477273
"3684","Nerchinsk",116.57432796,51.9797043
"3685","Neryungri",124.7125,56.6625
"3686","Neuquen",-68.12689394,-38.94535124
"3687","Nevelsk",141.8675,46.67208334
"3688","Nevers",3.16648551,46.99051932
"3689","Nevinnomyssk",41.92638889,44.62043651
"3690","Nevyansk",60.21127451,57.49338235
"3691","New Albany",-85.79028356,38.32194312
"3692","New Amsterdam",-57.50462963,6.24027778
"3693","New Bedford",-70.94072421,41.6499504
"3694","New Braunfels",-98.12342896,29.69856557
"3695","New Delhi",77.25331139,29.0811484
"3696","New Glasgow",-62.65075757,45.58200758
"3697","New Haven",-73.05945747,41.30460613
"3698","New Iberia",-91.80574712,30.0012931
"3699","New Liskeard",-79.67852564,47.50929487
"3700","New London",-72.13260359,41.35181262
"3701","New Orleans",-90.1132831,29.9480792
"3702","New Plymouth",174.0725,-39.06966667
"3703","New York",-73.82277654,40.80611253
"3704","Newark",-74.31158541,40.56819237
"3705","Newcastle",29.69908372,37.02326589
"3706","Newman",119.72916666,-23.35416667
"3707","Newport",-71.29779412,41.50943627
"3708","Neyshabur",58.79329096,36.20233051
"3709","Nezahualcoyotl",-98.98254676,19.39067927
"3710","Ngaoundere",13.58948413,7.31924603
"3711","Ngara",30.64519231,-2.46570513
"3712","Nguigmi",13.11083333,14.25083333
"3713","Nguru",10.4502451,12.88259804
"3714","Nha Trang",109.16554878,12.25609756
"3715","Niagara Falls",-79.02741648,43.10483225
"3716","Niamey",2.12559524,13.5225907
"3717","Nice",7.0862756,43.65130141
"3718","Nicosia",33.35224359,35.15
"3719","Nicuadala",36.81194445,-17.58083334
"3720","Nieuw Nickerie",-57.00725308,5.93503086
"3721","Niigata",139.0718929,37.88480813
"3722","Nikel",30.21938406,69.41286232
"3723","Nikolayevsk",45.45801282,50.02211538
"3724","Nikolayevsk na Amure",140.72743055,53.14375
"3725","Nikopol",34.36788461,47.58391026
"3726","Nimes",4.35900901,43.83637387
"3727","Nimule",32.04583334,3.59583334
"3728","Ninde",119.55425084,26.68724748
"3729","Ningan",129.4622807,44.34671053
"3730","Ningbo",121.52052624,29.84396985
"3731","Ninh Binh",105.98279884,20.23744342
"3732","Nioro du Sahel",-9.58333333,15.23333334
"3733","Nipigon",-88.255833,49.01416763
"3734","Niquelandia",-48.46314103,-14.47019231
"3735","Nis",21.90827778,43.32427778
"3736","Niteroi",-42.99721914,-22.83644679
"3737","Niyala",24.8802305,12.05345745
"3738","Nizamabad",78.10867248,18.6999031
"3739","Nizhenvartovsk",76.57010869,60.95036232
"3740","Nizhnekamsk",51.8751462,55.62664474
"3741","Nizhneudinsk",99.03314394,54.90284091
"3742","Nizhny Novgorod",43.88506167,56.29521658
"3743","Nizhny Tagil",60.01305555,57.928
"3744","Nizhnyaya Tura",59.82340535,58.63863169
"3745","Nizhyn",31.8825,51.0380303
"3746","Nizwa",57.53576389,22.94131944
"3747","Njombe",34.77321428,-9.34047619
"3748","Nkawkaw",-0.77638889,6.55527778
"3749","Nkhata Bay",34.26458333,-11.62583333
"3750","Nkhotakota",34.20067204,-12.7486828
"3751","Nkongsamba",9.9375,4.96203704
"3752","Nogales",-110.94629121,31.32577839
"3753","Noginsk",38.44669716,55.8324187
"3754","Nola",16.05361111,3.52027778
"3755","Nome",-165.40138889,64.49953704
"3756","Nong Khai",102.73648269,17.87905177
"3757","Nongan",125.12961469,44.42428315
"3758","Nonthaburi",100.40887172,13.81038048
"3759","Norfolk1",-76.20921505,36.82684925
"3760","Norfolk2",-97.42208333,42.03520833
"3761","Norilsk",88.1733945,69.35084098
"3762","Norman",-97.45328947,35.22141813
"3763","Norman Wells",-126.85416667,65.2875
"3764","Norrkoping",16.18239796,58.60267857
"3765","Norseman",121.77916667,-32.2
"3766","North Battleford",-108.28345238,52.77416667
"3767","North Bay",-79.44216667,46.3245
"3768","North Platte",-100.77211538,41.13258547
"3769","Northam",116.67222222,-31.65416667
"3770","Norwich",1.27553132,52.64180649
"3771","Nottingham",-1.2374562,53.01757008
"3772","Nouadhibou",-17.0422619,20.93670635
"3773","Nouakchott",-15.96013889,18.09256945
"3774","Noumea",166.45259434,-22.25055031
"3775","Nova Cruz",-35.44361111,-6.4625
"3776","Nova Friburgo",-42.5277968,-22.27071918
