City,Region,Longitude,Latitude,tif_count,BIO1 Annual Mean Temp,BIO2 Mean Diurnal Range,BIO3 Isothermality,BIO4 Temp Seasonality,BIO5 Max Temp Warmest Month,BIO6 Min Temp Coldest Month,BIO7 Temperature Range,BIO8 Mean Temp Wettest Quarter,BIO9 Mean Temp Driest Quarter,BIO10 Mean Temp Warmest Quarter,BIO11 Mean Temp Coldest Quarter,BIO12 Annual Precipitation,BIO13 Precipitation Wettest Month,BIO14 Precipitation Driest Month,BIO15 Precipitation Seasonality,BIO16 Precipitation Wettest Quarter,BIO17 Precipitation Driest Quarter,BIO18 Precipitation Warmest Quarter,BIO19 Precipitation Coldest Quarter,Cluster,PC1,PC2,Baseline_Stability,Stability
Abu Dhabi,ASIA,54.40727273,24.44878788,109.9999999,27.46071961,10.37356055,40.12960985,591.957049,40.17999996,14.34636364,25.83363632,20.48454543,30.20696976,34.17469694,19.87621202,62.93636364,22.11818182,0.0,114.7994979,45.96363636,1.0,2.0,35.7,F,0.8694507625697926,-3.9605831276348558,0.7862568807339444,0.7626178312541952
Al Ahmadi,ASIA,48.06574074,29.09490741,18.0,25.77731482,15.42685196,39.07099957,919.3195021,46.11666595,6.633333259,39.48333232,15.79166677,36.66574139,36.66574139,14.05185186,105.6111111,22.22222222,0.0,92.05088636,62.55555556,0.0,0.0,59.22222222,F,0.07524501963843057,-4.698523297210756,0.7862568807339444,0.7686006691400629
Abu Kamal,ASIA,40.91550179,34.50134409,93.0,20.72141569,13.13225803,35.37751495,913.8507179,39.90430106,2.786021486,37.11827986,10.95197134,30.91756253,31.40896047,9.129032279,133.6021505,26.01075269,0.0,80.2036625,64.23655914,0.0,1.0,58.64516129,D,-0.9876261172489573,-3.3955015143043634,0.924294205052006,0.9171479924627345
Abuja,AFRICA,7.480218447,9.067354369,206.0,26.29648058,10.70663424,62.19709107,158.5707152,35.17038836,17.95533992,17.21504844,24.77451458,25.94223302,28.57524267,24.77451458,1369.354369,283.2912621,0.927184466,94.73461684,785.4660194,9.325242719,111.2572816,785.4660194,G,3.593554281600763,-1.0993792402757496,0.9862783810463968,0.9735548838200488
Acapulco,NORTH AMERICA,-99.84281971,16.88710692,159.0,27.20733752,9.020545066,76.72103599,80.51288569,32.82389942,21.04905662,11.7748428,27.76215931,26.68710692,28.08396233,26.09696019,1289.320755,299.0691824,1.943396226,116.1317958,816.5220126,9.610062893,563.3018868,22.89937107,G,4.076937133896757,-1.3428654345522335,0.9862783810463968,0.9734300378309924
Acarau,SOUTH AMERICA,-40.12291667,-2.877083333,4.0,27.6520834,10.57083344,80.84949493,63.63432503,34.42500019,21.34999943,13.07500076,27.02083302,27.93749952,28.4124999,26.98333359,1308.25,343.25,2.75,115.5675831,872.25,10.75,39.5,516.7500006,G,4.310464724922735,-1.6057067478360365,0.9862783810463968,0.9734105427498418
Acarigua,SOUTH AMERICA,-69.21199187,9.569308943,82.0,26.78953241,10.2099592,78.62174132,62.36005365,33.70975592,20.72317079,12.98658513,26.17235775,27.21768275,27.61016276,26.01585363,1174.243902,219.8658537,12.95121951,69.08224952,547.304878,54.62195123,107.0487805,533.6951219,G,3.555307110525455,-0.9601109451670572,0.9862783810463968,0.9732625896840834
Acatlan,NORTH AMERICA,-98.0547619,18.20595238,6.999999998,24.31607165,17.03690502,72.19069127,178.990315,35.97142901,12.37142835,23.60000093,24.69047628,22.04523822,26.54761887,22.04523822,606.1428571,128.5714286,3.714285713,99.52680206,335.2857143,14.0,188.0,14.0,F,1.7003833197081328,-3.188307807290391,0.7862568807339444,0.7743073362563875
Ad Diwaniyah,ASIA,44.92207602,31.99327485,57.0,23.76038006,14.61257305,37.82774848,915.9921993,43.59122795,4.96315793,38.62806949,12.05584802,34.42017605,34.42017605,12.05584802,111.4912281,22.22807017,0.0,85.16906979,59.19298245,0.0,0.0,59.19298245,F,-0.42648058181227555,-4.136918958724821,0.7862568807339444,0.7617417290016072
Ad Nabk,ASIA,36.72777778,34.03253968,21.0,13.56071436,13.95000008,42.05419559,744.0992606,31.87142808,-1.29999997,33.1714285,4.402381011,22.36825389,22.36825389,4.402381011,187.952381,36.47619048,0.0,76.75787245,93.85714287,0.0,0.0,93.85714287,D,-2.0989443937809713,-2.096645366935169,0.924294205052006,0.9167164797045632
Al Wajh,ASIA,36.45333333,26.25,9.999999972,24.84708309,10.87416677,50.24678459,411.6074005,34.85000038,13.21000004,21.64000015,23.6083334,29.25166664,29.37666645,19.44499989,23.0,7.0,0.0,81.99732971,15.0,0.0,0.0,11.0,F,0.625580130534538,-3.2418589848227044,0.7862568807339444,0.7691154589348571
Accra,AFRICA,-0.179944072,5.645234899,744.9999999,27.15471475,8.007863538,71.97305008,118.5882159,33.21248319,22.08791963,11.12456357,27.52519022,27.92210284,28.48404931,25.4921029,933.9892617,190.8174497,13.97181208,67.91888243,453.5409396,73.10067114,213.3946309,172.9181208,G,3.2392755420410344,-1.0917363474501998,0.9862783810463968,0.9734813860182299
Achinsk,ASIA,90.47426471,56.26405229,102.0,1.326879093,8.909967338,20.72925719,1247.138608,24.15490207,-18.82745107,42.98235317,16.77565363,-11.94166666,16.77565363,-13.97058819,437.9019608,73.70588235,11.21568627,55.55439126,199.5882353,41.37254902,199.5882353,53.03921569,A,-4.773993137833956,0.6397100510212919,0.9987781731909829,0.9890120805165321
Acu,SOUTH AMERICA,-36.91428571,-5.575,7.000000001,27.61249978,9.413095338,78.34939575,93.63046701,33.84285791,21.82857105,12.01428686,28.13809531,27.90238108,28.56190463,26.25714275,716.1428571,184.1428571,3.0,105.185863,449.5714286,12.0,165.1428571,77.42857142,G,3.2260149871737474,-2.324986236297585,0.9862783810463968,0.9751160477262175
Ad Dakhla,AFRICA,-15.94464286,23.70357143,14.0,20.44613075,7.051785707,58.03541265,170.9538879,26.40714305,14.25714288,12.15000016,21.3309521,20.00357137,22.68095262,18.45833329,47.00000001,15.78571429,0.0,111.6788183,21.78571429,2.0,20.57142857,18.85714286,D,0.36845711654603375,-1.9625773451036939,0.924294205052006,0.9070349014911182
Ad Damman,ASIA,50.10762852,26.39351161,402.0,26.28225538,11.17375626,37.29310942,724.1025284,41.33457728,11.37636818,29.95820913,17.856675,33.46770315,34.58412112,16.93992537,78.8482587,20.91542289,0.0,103.5905848,53.69402985,0.0,0.0,39.64676617,F,0.44976609175611193,-3.976943828320853,0.7862568807339444,0.7720550409056507
Apalachicola,NORTH AMERICA,-85.0,29.72916667,5.999999991,20.34236113,9.68194453,38.90771802,591.7274882,31.79999924,6.916666746,24.88333289,27.08611075,23.14444415,27.19722207,12.81944466,1486.666667,205.1666667,75.0,35.18881035,570.8333333,278.5,520.5,315.0,E,1.7104673673397561,1.8652208888005455,0.7493412384716736,0.6330200708848753
Adana,ASIA,35.32170068,37.0064966,245.0,18.83352044,11.23363949,38.84658094,697.9366525,33.46979577,4.55428571,28.91551004,10.31802724,27.21027201,27.21027201,10.24523813,704.0040816,129.8408163,7.889795917,67.83787541,331.7428571,33.62448979,33.62448979,331.7428571,C,-0.2038439368803767,-1.3234986904723627,0.4260344827586204,0.41225611056986283
Adapazari,ASIA,30.38877246,40.7500499,167.0,14.39673156,9.416916145,36.62383222,633.8106039,28.43173645,2.717365283,25.71437128,8.287225566,21.63802395,22.25548904,6.83353295,789.3592814,107.7065868,44.09580838,30.11041033,277.2155689,138.8443114,141.5508982,264.8862275,C,-0.8982301982565228,0.8968756528096891,0.5109770114942525,0.5351640505197989
Addis Ababa,AFRICA,39.02709078,8.713908744,1399.0,17.40356505,14.2211401,76.86338815,105.5278899,26.36233024,7.871908534,18.49042174,16.9608411,16.27541101,18.8133905,16.266345,935.0114367,219.1915654,5.318799142,92.098877,549.691208,30.78341673,206.9606862,62.0986419,D,0.9965972944457464,-0.968983186782286,0.0282466567607726,0.07086437008964995
Adelaide,AUSTRALIA,138.5916312,-34.907011,938.9999996,16.30424208,10.16144834,47.20663493,408.6401131,28.35899894,6.848562294,21.51043658,11.2962371,21.21640041,21.33274759,11.2962371,556.2854099,77.59424919,17.8370607,44.38726625,217.8743344,66.72417465,68.12992545,217.8743344,C,-0.5061350231135846,-0.31681286731441016,0.5109770114942525,0.5769272326236965
Aden,ASIA,45.01527778,12.80092593,35.99999998,28.64224556,7.180786901,47.61365668,272.2618646,36.28055562,21.19999981,15.08055581,25.88333321,31.27777778,31.83611107,25.34907405,52.16666666,8.111111111,1.555555556,37.81852839,18.13888889,8.027777777,9.222222222,14.16666667,F,1.5524674660810849,-2.6732217243020364,0.7862568807339444,0.7785633176326775
Agordat,AFRICA,37.87666667,15.54833333,10.0,28.96416664,14.79833317,66.56949005,216.4639206,40.35000038,18.12000046,22.22999992,28.5283329,26.41666641,31.72666664,26.41666641,331.3,112.5,0.0,141.7358612,262.6,2.0,51.4,2.0,F,2.46019114422724,-4.487819875386182,0.7862568807339444,0.7412630506545577
Agra,ASIA,78.14190074,27.17592647,4265.955724,25.42563961,13.79712455,39.48254928,701.1519853,41.91470189,6.969771123,34.9449308,29.60852694,19.15762831,33.07576914,15.79822669,784.2932758,261.1620558,3.284461225,137.0087867,624.5436218,26.63084075,284.5496139,33.6197511,F,1.6550184511946695,-3.281950201839532,0.7862568807339444,0.7027900303387465
Ambatondrazaka,AFRICA,48.41527778,-17.82291667,12.0,21.16423607,12.54652762,67.36500486,245.804587,29.76666657,11.14166681,18.62499984,23.63888915,17.91111104,23.63888915,17.91111104,1083.583333,263.0,5.25,109.512289,690.9166667,21.83333333,690.9166667,23.41666667,G,2.1824531499719266,-0.9209424897027457,0.9862783810463968,0.9739460402473548
Adi Ugri,AFRICA,38.81489171,14.87416568,302.9569378,20.0834548,14.75126222,71.89344076,165.9878412,30.65100121,10.13337961,20.51762159,20.576728,18.27162095,22.34523573,18.08743136,632.373285,200.3510218,1.346583909,128.9653685,448.4960719,10.9421545,140.668558,21.31169054,G,1.2446510850075383,-2.396515663299311,0.008805528134254698,0.26991422590000963
Adigrat,AFRICA,39.47854167,14.26166667,40.00000001,15.93562498,14.88958333,71.70593452,170.8112667,25.74749985,4.982500004,20.76499982,17.01666651,14.40500002,17.9933332,13.74833329,566.625,162.6,6.324999995,109.3211512,347.875,29.37499999,136.45,32.92499999,D,0.1119452989693714,-1.4940301815097257,0.924294205052006,0.9174250298118475
Adiyaman,ASIA,38.26777778,37.7604321,135.0,16.96271606,11.57160497,31.40801962,936.2780518,37.39999997,0.565925928,36.83407392,5.649876545,28.43975307,28.51086419,5.649876545,622.0740741,123.3259259,1.0,79.42596396,311.9925926,8.0,12.34074074,311.9925926,C,-0.9864575122800139,-1.9247794303762793,0.4260344827586204,0.4098304629852074
Ado Ekiti,AFRICA,5.114623884,7.711366021,1804.388462,24.68739043,9.313929188,67.65057873,126.0604754,32.10725696,18.33385916,13.7733978,23.27724329,24.99348375,26.39667301,23.1641807,1356.217078,243.4951538,7.971843933,68.98222866,562.3748202,47.97539316,232.2716993,559.7085032,G,3.1092482672448827,-0.3607673318563159,0.9862783810463968,0.9743120820248212
Adrar,AFRICA,-0.29375,27.87060185,36.0,25.18865723,15.68055558,39.13518079,895.2202674,45.46111128,5.394444492,40.0666666,24.03657404,33.38055531,36.20740753,14.17037037,13.13888889,3.0,0.0,48.23584207,7.25,0.0,1.0,3.25,F,-0.11770325375926544,-4.495825670683819,0.7862568807339444,0.7720610981108083
Agri,ASIA,43.03991228,39.72587719,38.00000001,6.355592138,12.83925435,29.22379233,1097.82526,29.21578939,-14.71842106,43.93421063,11.05394744,18.94078962,18.94078962,-7.806578862,511.4736842,72.26315789,19.0,36.88511407,183.6578947,64.65789473,64.65789473,120.4210526,B,-3.512552064957691,-0.2951480801369725,0.4542760180995479,0.4222840435809725
Bossembele,AFRICA,17.64,5.27,5.000000001,24.44833336,11.91333313,67.61278229,109.7176071,33.63999939,16.02000008,17.61999931,23.41333351,24.54666672,26.05,23.41333351,1490.6,256.6,11.0,70.48975525,691.2,51.0,217.6,691.2,G,3.219641726530958,-0.44382868804308123,0.9862783810463968,0.9743108921132982
Afyon,ASIA,30.5594246,38.76170635,84.00000001,10.9791666,11.83988098,35.88874404,792.5978641,29.33809523,-3.64999999,32.98809492,1.200595251,20.25158725,20.66726171,1.200595251,493.4642857,67.25,11.91666667,41.71586114,172.2619048,45.5,67.73809524,172.2619048,C,-2.426575866890509,-0.4309182252759112,0.5109770114942525,0.5628717926863627
Agadez,AFRICA,7.985470085,16.98760684,39.0,28.43931643,14.59871784,49.87295796,505.0126014,41.63846099,12.36666648,29.27179483,31.51196612,25.29572658,33.54700842,21.36666645,113.7948718,48.51282051,0.0,157.4200803,98.10256411,0.0,53.02564103,0.0,F,1.4413017507172106,-5.010354618839296,0.7862568807339444,0.7752051682477773
Agadir,AFRICA,-9.552846791,30.39648033,161.0,18.96705488,9.747877926,50.74293236,318.230747,27.59627326,8.399378895,19.19689437,14.85703932,22.38509313,22.90942024,14.85703932,204.5341615,49.13043478,0.093167702,91.09188066,118.8198758,2.832298137,3.714285715,118.8198758,D,-0.24963169726182552,-1.7776377277547557,0.924294205052006,0.917758032787658
Agana,MICRONESIA,144.7887255,13.4879902,67.99999994,26.86997554,5.805637163,76.39009801,57.12820721,30.60294132,23.00294138,7.599999933,27.08063729,26.43750006,27.45220588,26.04999988,2229.970588,351.2794118,74.17647059,52.8328959,972.1176471,246.7794118,535.9558823,278.9558824,J,5.017197835680119,2.4613646781707095,0.8980272108843527,0.9094948431578591
Agartala,ASIA,91.18710931,24.0508473,5002.963516,25.08349396,9.990404428,45.14004254,383.8797453,32.81155563,10.68788744,22.12366819,28.12562229,19.26785768,28.16315562,19.26785768,2217.045039,457.5587158,5.192594198,86.49205283,1174.373664,32.76336677,1160.593296,32.76336677,H,3.7531077332357667,0.5863194899399863,0.8463961038961035,0.8463512175848628
Agboville,AFRICA,-4.21127451,5.93872549,34.0,26.95281848,7.680146891,69.91193525,112.8673868,32.76176453,21.77647052,10.98529401,27.50931364,27.46911778,28.23578425,25.38382356,1349.882353,248.7058824,11.88235294,60.83389237,589.5588235,94.05882353,317.2058823,286.8823529,G,3.673461650309546,-0.32707462824989825,0.9862783810463968,0.9734244492544438
Agen,EUROPE,0.6290625,44.19947917,80.0,12.78166659,10.11708331,39.95900755,569.9448524,26.87249999,1.553750017,25.31874971,8.036458367,19.90375004,19.90375004,6.064166683,917.55,90.3625,56.275,14.12204189,257.575,184.825,184.825,248.0625,C,-1.0725216041501442,1.6151071186925918,0.5109770114942525,0.5364543570522304
Agrinio,EUROPE,21.39728261,38.62952899,46.0,16.22853261,12.21503621,41.47929706,643.2121263,32.7173913,3.26956522,29.44782618,12.85326077,24.28405766,24.28405766,8.747101453,840.2173913,150.4565217,13.93478261,65.60868189,375.2826087,47.54347826,47.54347826,333.3913044,C,-0.30180358988303274,-0.9392816406757597,0.4260344827586204,0.4154372728302754
Agua Prieta,NORTH AMERICA,-109.5469697,31.33636364,55.0,17.03053034,18.30166657,50.20021328,701.0601563,35.41090906,-1.04545455,36.45636361,24.91969684,19.941515,25.65848482,8.572727238,362.1818182,88.8,6.727272727,85.68040952,206.8,27.6,180.9818182,66.98181818,D,-0.625753932728738,-2.9347585321537766,0.924294205052006,0.915816547457721
Aguascalientes,NORTH AMERICA,-102.2987569,21.90529466,181.0,17.43381669,17.03006441,63.30776929,305.4941561,30.27348066,3.372375675,26.90110496,19.67246775,16.38646407,20.77366478,13.32974215,474.2651934,120.5248619,1.193370166,105.9024441,305.801105,13.53038674,207.9723757,32.0,D,-0.037997668945167075,-2.360754383383791,0.924294205052006,0.916232053264605
Ahar,ASIA,47.06458333,38.48333333,20.0,10.73458343,11.79666657,32.24879265,903.0530243,29.93999977,-6.639999962,36.57999992,9.867499924,21.25833311,21.60999994,-0.615833327,336.8,56.95,8.299999999,49.95005226,138.9,32.55,51.65,67.3,C,-2.619338264803042,-1.0470878218995887,0.4260344827586204,0.5284231343482273
Ahmadabad,ASIA,72.70438733,22.96249302,8259.250416,27.0105669,13.68039477,45.89430661,450.3421441,40.9929805,11.17922937,29.81375097,28.55480166,25.95395228,32.34229824,20.83151065,749.3036488,278.5996399,0.718467137,153.2105823,631.7215126,3.836032285,90.19487979,5.259823195,F,2.2945294171204664,-3.8140430472262876,0.7701284403669719,0.6562206890447656
Ahmednagar,ASIA,74.747,19.10783333,150.0,25.25038884,13.6195555,51.23200111,330.9702863,38.81866681,12.2346667,26.58400019,25.05144442,23.6232221,29.62255516,21.29677774,508.24,139.4066667,1.0,102.1311407,290.72,5.0,111.6933333,36.28666667,F,1.4420209093398544,-3.3218996643674634,0.7862568807339444,0.7763928988203861
Ahwaz,ASIA,48.66719725,31.31382647,267.0,25.2750937,14.56167295,37.56932122,935.9518037,45.68277158,6.92471913,38.75805221,14.08402004,36.31654159,36.31654159,13.41192264,255.8464419,62.50187266,0.0,106.0584979,156.2546816,0.0,0.0,156.2022472,F,0.2677335759743769,-4.375297286082349,0.7862568807339444,0.7714301694473701
